REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
J25P05/002,A10134,Vincent Atim,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,85%,85,76–100%,2318000,1970300,347700,Norah Bataringaya,Timothy Nakisige,Joan Ladu,Lawrence Mirembe,DOM0204
KJ24P05/001,A10128,Francis Kigozi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,3,1,5,Continuing,Normal,R,Executive,Kampala,Alpha Hall,B,B-38,Not Subscribed,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,,,100%,100,76–100%,4118000,4118000,0,Robert Kiconco,Oliver Sserugo,Moses Waiswa,Ian Oloya,DOM0405
KM25P05/001,A10120,Joshua Namutebi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,,,65%,65,51–75%,2318000,1506700,811300,Ruth Nakaggwa,Ben Byaruhanga,Abel Kiconco,Sarah Nakacwa,"DOM0202, DOM0203"
KS24P05/001,A10117,Timothy Tindyebwa,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,100%,100,76–100%,2318000,2318000,0,Kevin Nakiganda,Asiimwe Okello,Mercy Yiga,Yusuf Akello,
KS25P05/003,A10127,Anena Kijjambu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,R,Double Normal,Kampala,Alpha Hall,D,D-01,Not Subscribed,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,100%,100,76–100%,3318000,3318000,0,Judy Bagiire,Richard Arinaitwe,Valerie Mirembe,Nambi Ssenoga,"DOM0103, DOM0104"
M24P05/002,A10125,Trevor Okot,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,,,100%,100,76–100%,2318000,2318000,0,Namyalo Nakitto,Joseph Achola,Nakuya Wandera,Adong Isabirye,DOM0305
M24P05/004,A10139,Ben Nambooze,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,2318000,2318000,0,Rose Ntale,Janet Nakkazi,Asiimwe Bainomugisha,Atwine Ssekiziyivu,DOM0305
M25P05/003,A10124,Mary Wandera,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,,,90%,90,76–100%,2318000,2086200,231800,Namirembe Nambooze,Deborah Naddumba,Nakato Nabweteme,Namyalo Muzira,"DOM0202, DOM0206"
S24P05/003,A10132,Rose Namyalo,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Late,NR,None,Mukono,,,,Not Applicable,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,55%,55,51–75%,2318000,1274900,1043100,Patrick Namaganda,Jackline Nabweteme,Winnie Malinga,Hellen Kigozi,DOM0304
S25P05/001,A10118,Yusuf Thomas,South Sudanese,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,C,C-32,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,50%,50,26–50%,3168000,1584000,1584000,Mildred Komakech,Moses Byaruhanga,Atwine Nakato,Amina Ddamulira,"DOM0103, DOM0105"
S25P05/004,A10131,Maria Mitala,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,D,D-53,Not Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,70%,70,51–75%,3168000,2217600,950400,Amina Waiswa,Kevin Pereza,Rose Acen,Rebecca Zziwa,"DOM0104, DOM0106"
J24M02/001,A10142,Hope Bamwine,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Finalist,Normal,R,Ordinary,Mukono,Beta Hall,D,D-22,Not Subscribed,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,75%,75,51–75%,2968000,2226000,742000,Faith Kiconco,Asiimwe Okello,Mercy Yiga,Yusuf Akello,"MOA0406, MOA0407"
J24M02/003,A10158,Charles Nakibuuka,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Leave of Absence,Normal,R,Double Normal,Mukono,Alpha Hall,B,B-59,Not Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,60%,60,51–75%,3168000,1900800,1267200,Eunice Pereza,Juliet Matovu,Deborah Kakooza,Lydia Bbaale,MOA0406
J24M02/005,A10176,Nabulime Pereza,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,3,1,5,Retake/Probation,Late,R,Executive,Mukono,Gamma Hall,B,B-08,Subscribed,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,,,55%,55,51–75%,3818000,2099900,1718100,Naggayi Oloya,Michael Nakimera,Edith Bbaale,Abraham Nsubuga,MOA0406
J24M02/007,A10180,Joan Olara,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,3,1,5,Retake/Probation,Late,NR,None,Mukono,,,,Not Applicable,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,70%,70,51–75%,2318000,1622600,695400,Gloria Kaboyo,Namara Ouma,Naggayi Namutebi,Warren Magezi,
J25M02/004,A10166,Walter Kafuko,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,A,A-48,Not Subscribed,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,Leadership Grant,Global Vision Scholarship,40%,40,26–50%,3168000,1267200,1900800,Joan Ibanda,Judy Ntale,Esther Muzira,Walter Barasa,MOA0202
J25M02/006,A10169,Kevin Ikojo,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,R,Executive,Mukono,Alpha Hall,A,A-30,Not Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,70%,70,51–75%,3818000,2672600,1145400,Grace Adong,Valerie Bagiire,Chris Kalyegira,Mark Magezi,"MOA0201, MOA0202"
J25M02/008,A10185,Zaituni Gitta,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,A,A-22,Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,100%,100,76–100%,3168000,3168000,0,Namutebi Tindyebwa,Rose Kibirige,Triza Kisembo,Zaina Nambooze,
KJ25M02/003,A10157,Nambooze Magezi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,Merit Award,Global Vision Scholarship,35%,35,26–50%,2318000,811300,1506700,Yasin Kayondo,Jackline Nabweteme,Winnie Malinga,Hellen Kigozi,"MOA0202, MOA0203, MOA0204"
KM24M02/005,A10160,Vanessa Nakyanzi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,R,Ordinary,Kampala,Delta Hall,A,A-52,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,100%,100,76–100%,3168000,3168000,0,Norah Namyalo,Janet Ssempijja,Proscovia Kakooza,Nabulime Mulindwa,MOA0405
KM25M02/008,A10181,Victor Kansiime,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,R,Ordinary,Kampala,Alpha Hall,D,D-22,Not Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,40%,40,26–50%,3168000,1267200,1900800,Sharifah Kakooza,Tabitha Muzira,Ruth Nakitto,Sophia Mukwaya,MOA0203
KS24M02/006,A10182,Sheila Atim,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Muni Girls School,Arua,Tier 2,Private/Faith-based,,,35%,35,26–50%,2318000,811300,1506700,Mark Ntale,Rebecca Nakiyingi,Amina Bataringaya,Deborah Arinaitwe,MOA0302
M24M02/002,A10149,Fred Namaganda,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,,,45%,45,26–50%,2318000,1043100,1274900,Ian Naggenda,Deborah Naddumba,Nakato Nabweteme,Namyalo Muzira,"MOA0405, MOA0407"
M24M02/004,A10159,Namara Kahinda,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,60%,60,51–75%,2318000,1390800,927200,Joan Zziwa,Timothy Nakisige,Joan Ladu,Lawrence Mirembe,MOA0302
M24M02/007,A10162,Akena Akiiki,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,,,80%,80,76–100%,2318000,1854400,463600,Eunice Nsubuga,Nakimera Waiswa,Yasin Nabukenya,David Nakiganda,MOA0405
M24M02/009,A10174,Gift Bagiire,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,100%,100,76–100%,2318000,2318000,0,Gertrude Nakato,Solomon Nakiganda,Maria Yiga,Daisy Ainomugisha,MOA0301
M25M02/002,A10151,Joseph Sabiiti,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Late,R,Double Normal,Mukono,Beta Hall,C,C-22,Subscribed,Lira Town College,Lira,Tier 2,Private/Faith-based,Need-Based Grant,Future Leaders Grant,75%,75,51–75%,3168000,2376000,792000,Ruth Nassaka,Tabitha Nakafeero,Nakintu Isabirye,Edwin Matovu,MOA0104
M25M02/004,A10163,Ben Nakacwa,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,,,30%,30,26–50%,2318000,695400,1622600,Paul Nabaggala,Nakintu Amanya,Edith Wakabi,Caroline Kiggundu,"MOA0203, MOA0205"
M25M02/007,A10177,Patrick Muzira,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Late,R,Executive,Mukono,Alpha Hall,D,D-15,Not Subscribed,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,,,85%,85,76–100%,3818000,3245300,572700,Warren Kabuye,Judy Luyiga,Lawrence Obua,David Sserugo,"MOA0203, MOA0207"
S24M02/002,A10147,Amelia Lewis,Congolese,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,Leadership Grant,Community Impact Grant,30%,30,26–50%,2318000,695400,1622600,Olivia Akiiki,Shamim Nabawanuka,Paul Lwanga,Maria Kisembo,MOA0303
S24M02/004,A10155,Oliver Kigozi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,Innovation Scholarship,Bright Minds Scholarship,85%,85,76–100%,2318000,1970300,347700,James Kalyegira,Violet Kisembo,Violet Mukasa,Edith Byaruhanga,MOA0303
S25M02/001,A10143,Nicholas Atim,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,R,Executive,Mukono,Beta Hall,A,A-13,Not Subscribed,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,,,30%,30,26–50%,3818000,1145400,2672600,Namutebi Namutebi,Moses Byaruhanga,Atwine Nakato,Amina Ddamulira,
S25M02/003,A10173,Eunice Opio,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Gulu High School,Gulu,Tier 2,Private/Faith-based,Innovation Scholarship,Bright Minds Scholarship,70%,70,51–75%,2318000,1622600,695400,Lawrence Ntale,Naava Chemutai,Janet Kayemba,Namara Ikojo,"MOA0101, MOA0105, MOA0106"
S25M02/005,A10183,Gertrude Luyiga,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,D,D-11,Not Subscribed,Ntare School,Kampala,Tier 1,Public/Mixed,,,85%,85,76–100%,3168000,2692800,475200,Jacob Naddumba,Namara Ntambi,Mugisha Nsubuga,Nabulime Ssempijja,MOA0103
J24M03/001,A10209,Fred Matovu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,3,1,5,Retake/Probation,Late,R,Ordinary,Mukono,Alpha Hall,C,C-45,Subscribed,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,Need-Based Grant,Integrity Award,100%,100,76–100%,2968000,2968000,0,Naava Kamara,Janet Nakkazi,Asiimwe Bainomugisha,Atwine Ssekiziyivu,MOD0302
J24M03/003,A10219,Nambooze Mugisha,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,3,1,5,Retake/Probation,Late,R,Double Normal,Mukono,Alpha Hall,B,B-30,Subscribed,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,,,100%,100,76–100%,3168000,3168000,0,Akello Mukwaya,Solomon Nakiganda,Maria Yiga,Daisy Ainomugisha,MOD0103
J25M03/002,A10193,Aisha Atwine,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,Need-Based Grant,Bright Minds Scholarship,35%,35,26–50%,2318000,811300,1506700,Mark Ainomugisha,Lucy Obua,Akena Kabuye,Oliver Nafuna,MOD0104
J25M03/005,A10206,Norah Galiwango,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,100%,100,76–100%,2318000,2318000,0,Lloyd Ssekiziyivu,Michael Balikuddembe,Namutebi Tumuhimbise,Lawrence Lumala,"MOD0201, MOD0204"
J25M03/010,A10230,Hellen Kamara,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Leave of Absence,Normal,R,Executive,Mukono,Beta Hall,D,D-48,Subscribed,King's College Budo,Kampala,Tier 1,Private/Faith-based,,,40%,40,26–50%,3818000,1527200,2290800,George Sserugo,Rose Kibirige,Triza Kisembo,Zaina Nambooze,"MOD0204, MOD0206, MOD0207"
KJ25M03/006,A10213,Victor Nakalema,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,1,3,Continuing,Late,R,Executive,Kampala,Gamma Hall,B,B-10,Not Subscribed,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,75%,75,51–75%,4118000,3088500,1029500,Proscovia Amanya,Deborah Kiggundu,Judy Arinaitwe,Nakintu Natukunda,"MOD0201, MOD0202, MOD0204"
KJ25M03/009,A10228,Caleb Ainomugisha,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,1,3,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,30%,30,26–50%,2318000,695400,1622600,Jackline Kiggundu,Namara Ntambi,Mugisha Nsubuga,Nabulime Ssempijja,MOD0102
KM24M03/009,A10221,Annet Mayanja,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,R,Ordinary,Kampala,Delta Hall,B,B-01,Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,3168000,3168000,0,Patrick Waiswa,Michael Nakimera,Edith Bbaale,Abraham Nsubuga,MOD0407
KS25M03/013,A10231,Judith Kagimu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Late,NR,None,Kampala,,,,Not Applicable,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,,,45%,45,26–50%,2318000,1043100,1274900,Isaac Ocaya,Vincent Namutebi,David Nafuna,James Akiiki,MOD0102
M24M03/002,A10189,Olivia Thomas,Tanzanian,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,C,C-36,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,35%,35,26–50%,2968000,1038800,1929200,James Atim,Dorothy Bbaale,Walter Bagiire,Nakato Nakku,MOD0401
M24M03/004,A10191,Nakimera Mitala,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,1,3,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Nabumali High School,Mbale,Tier 1,Private/Faith-based,,,85%,85,76–100%,2318000,1970300,347700,Warren Ssentongo,Peter Kato,Kevin Nassaka,Lloyd Muzira,"MOD0303, MOD0305"
M24M03/007,A10211,Akena Lumala,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,Innovation Scholarship,Bright Minds Scholarship,100%,100,76–100%,2318000,2318000,0,Simon Abigaba,Judy Ntale,Esther Muzira,Walter Barasa,MOD0406
M25M03/001,A10201,Lilian Nakitto,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,,,90%,90,76–100%,2318000,2086200,231800,Vanessa Ssentongo,Kevin Pereza,Rose Acen,Rebecca Zziwa,"MOD0204, MOD0207"
M25M03/003,A10214,Akena Ddamulira,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,R,Executive,Mukono,Alpha Hall,C,C-33,Not Subscribed,Muni Girls School,Arua,Tier 2,Private/Faith-based,,,90%,90,76–100%,3818000,3436200,381800,Abraham Kafuko,Valerie Bagiire,Chris Kalyegira,Mark Magezi,
S24M03/002,A10204,Nakkazi Tabaaro,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Delta Hall,A,A-28,Not Subscribed,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,35%,35,26–50%,2968000,1038800,1929200,Chris Tabaaro,Timothy Nakisige,Joan Ladu,Lawrence Mirembe,MOD0103
S24M03/004,A10208,Annet Bategeka,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,85%,85,76–100%,2318000,1970300,347700,Maria Barasa,Nakintu Amanya,Edith Wakabi,Caroline Kiggundu,"MOD0301, MOD0303"
S24M03/006,A10216,Simon Ssewava,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,Need-Based Grant,Bright Minds Scholarship,35%,35,26–50%,2318000,811300,1506700,Naava Nakiganda,Lucy Byarugaba,Caleb Kagimu,Mary Tumusiime,"MOD0303, MOD0305"
S25M03/001,A10194,Prisca Amony,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,R,Executive,Mukono,Alpha Hall,C,C-02,Subscribed,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,,,80%,80,76–100%,3818000,3054400,763600,Edith Nakandi,Deborah Naddumba,Nakato Nabweteme,Namyalo Muzira,
S25M03/003,A10197,Asiimwe Tumusiime,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,R,Executive,Mukono,Delta Hall,D,D-35,Not Subscribed,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,Sports Bursary,Community Impact Grant,100%,100,76–100%,3818000,3818000,0,Edith Kaddu,Richard Arinaitwe,Valerie Mirembe,Nambi Ssenoga,
S25M03/005,A10205,Amina Mayanja,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,A,A-46,Not Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,Innovation Scholarship,Global Vision Scholarship,30%,30,26–50%,2968000,890400,2077600,Gerald Ssenfuma,Janet Ssempijja,Proscovia Kakooza,Nabulime Mulindwa,MOD0104
S25M03/008,A10220,Annet Katusiime,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,1,1,Leave of Absence,Normal,R,Executive,Mukono,Gamma Hall,D,D-09,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,100%,100,76–100%,3818000,3818000,0,Sophia Nakibuuka,Ruth Akello,Irene Okot,Lilian Kabagenyi,MOD0101
S25M03/010,A10224,Gertrude Ssenoga,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,R,Executive,Mukono,Beta Hall,A,A-31,Subscribed,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,85%,85,76–100%,3818000,3245300,572700,Racheal Gitta,Atwine Zziwa,Atwine Muwonge,Gloria Mirembe,
S25M03/012,A10229,Paul Olara,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,D,D-27,Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,Need-Based Grant,Future Leaders Grant,65%,65,51–75%,3168000,2059200,1108800,Maria Tindyebwa,Anena Mugabi,Anena Arinaitwe,Hellen Muwonge,MOD0104
J24M01/001,A10233,Noah Martin,Burundian,Bishop Tucker School of Divinity and Theology,Divinity and Theology,1,Master of Theological Studies,2,2,4,Finalist,Normal,R,Executive,Mukono,Alpha Hall,C,C-37,Subscribed,Lira Town College,Lira,Tier 2,Private/Faith-based,,,100%,100,76–100%,3918000,3918000,0,Kevin Kisembo,Moses Byaruhanga,Atwine Nakato,Amina Ddamulira,"MOT0403, MOT0404, MOT0407"
