REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
KM24P05/006,A10141,Mildred Byarugaba,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Normal,R,Double Normal,Kampala,Alpha Hall,A,A-23,Not Subscribed,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,65%,65,51–75%,3318000,2156700,1161300,Elizabeth Wasswa,Judy Ntale,Esther Muzira,Walter Barasa,DOM0204
KM25P05/002,A10122,Michael Muwonge,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,R,Ordinary,Kampala,Gamma Hall,C,C-38,Subscribed,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,,,40%,40,26–50%,3168000,1267200,1900800,Eunice Oringa,Shamim Nabawanuka,Paul Lwanga,Maria Kisembo,DOM0101
KS24P05/002,A10126,Namyalo Akiiki,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,65%,65,51–75%,2318000,1506700,811300,Warren Nakacwa,Tabitha Nakafeero,Nakintu Isabirye,Edwin Matovu,"DOM0302, DOM0305"
M24P05/001,A10121,Naava Tumuhimbise,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Late,R,Executive,Mukono,Delta Hall,C,C-54,Not Subscribed,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,,,85%,85,76–100%,3818000,3245300,572700,Isaac Nakimera,Peter Kato,Kevin Nassaka,Lloyd Muzira,"DOM0301, DOM0303, DOM0306"
M24P05/003,A10137,Ahmed Harris,South Sudanese,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Gayaza High School,Kampala,Tier 1,Private/Faith-based,,,40%,40,26–50%,2318000,927200,1390800,Harriet Bagiire,Nakimera Waiswa,Yasin Nabukenya,David Nakiganda,DOM0407
M24P05/005,A10140,Margaret Kiggundu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Normal,R,Executive,Mukono,Alpha Hall,A,A-38,Subscribed,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,70%,70,51–75%,3818000,2672600,1145400,Racheal Mitala,Proscovia Ladu,Joan Nandutu,Sharifah Muzira,"DOM0403, DOM0405"
M25P05/004,A10138,Nancy Ninsiima,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,A,A-59,Subscribed,Lira Town College,Lira,Tier 2,Private/Faith-based,,,80%,80,76–100%,3168000,2534400,633600,Margaret Mugabi,Nakintu Amanya,Edith Wakabi,Caroline Kiggundu,
S24P05/004,A10136,Deborah Ladu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,B,B-42,Not Subscribed,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,Innovation Scholarship,Community Impact Grant,65%,65,51–75%,2968000,1929200,1038800,Grace Bbaale,Michael Balikuddembe,Namutebi Tumuhimbise,Lawrence Lumala,"DOM0301, DOM0304, DOM0306"
S25P05/002,A10123,Annet Mulyagonja,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,5,Doctor of Ministry,1,1,1,Leave of Absence,Late,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,2318000,2318000,0,Isaac Ssenoga,Lucy Obua,Akena Kabuye,Oliver Nafuna,"DOM0101, DOM0104"
J24M02/002,A10156,Anena Ocaya,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,,,90%,90,76–100%,2318000,2086200,231800,Lydia Balikuddembe,Kevin Pereza,Rose Acen,Rebecca Zziwa,MOA0406
J24M02/004,A10171,John Nambooze,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Finalist,Normal,R,Executive,Mukono,Beta Hall,C,C-39,Subscribed,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,,,50%,50,26–50%,3818000,1909000,1909000,Achan Kagimu,Lucy Byarugaba,Caleb Kagimu,Mary Tumusiime,"MOA0406, MOA0407"
J24M02/006,A10179,Margaret Kalyegira,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Finalist,Normal,R,Executive,Mukono,Alpha Hall,C,C-38,Subscribed,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,Leadership Grant,Bright Minds Scholarship,70%,70,51–75%,3818000,2672600,1145400,Yusuf Oloya,Atwine Zziwa,Atwine Muwonge,Gloria Mirembe,"MOA0303, MOA0305"
J25M02/002,A10154,Oliver Jones,Tanzanian,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,,,80%,80,76–100%,2318000,1854400,463600,Peace Muwonge,Janet Kiyingi,Denis Namagombe,Yasin Kakooza,MOA0102
J25M02/005,A10168,Ali Hall,Nigerian,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,C,C-56,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,30%,30,26–50%,3168000,950400,2217600,Peace Nakibuuka,Deborah Kiggundu,Judy Arinaitwe,Nakintu Natukunda,"MOA0204, MOA0205"
J25M02/007,A10175,Zaituni Ssempijja,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,D,D-02,Subscribed,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,,,45%,45,26–50%,2968000,1335600,1632400,Warren Nakato,Ruth Akello,Irene Okot,Lilian Kabagenyi,"MOA0203, MOA0205, MOA0206"
KJ25M02/001,A10148,Yusuf Ssewanyana,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,1,3,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,,,80%,80,76–100%,2318000,1854400,463600,Judith Jjumba,Lucy Obua,Akena Kabuye,Oliver Nafuna,MOA0203
KM24M02/001,A10146,Martin Nalubega,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,R,Ordinary,Kampala,Delta Hall,D,D-42,Not Subscribed,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,40%,40,26–50%,3168000,1267200,1900800,Rose Arinaitwe,Peter Kato,Kevin Nassaka,Lloyd Muzira,MOA0102
KM25M02/006,A10170,Lilian Adong,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,R,Double Normal,Kampala,Beta Hall,C,C-49,Not Subscribed,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,100%,100,76–100%,3318000,3318000,0,Grace Ntale,John Nakitto,Noah Gitta,Naggayi Ainomugisha,"MOA0201, MOA0205"
KS24M02/001,A10145,Nakato Otim,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,R,Executive,Kampala,Gamma Hall,A,A-26,Not Subscribed,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,,,80%,80,76–100%,4118000,3294400,823600,Margaret Kasule,Ben Byaruhanga,Abel Kiconco,Sarah Nakacwa,
KS24M02/007,A10186,George Wasswa,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,65%,65,51–75%,2318000,1506700,811300,Zaituni Namaganda,Vincent Namutebi,David Nafuna,James Akiiki,MOA0305
M24M02/003,A10152,Mercy Yiga,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Lira Town College,Lira,Tier 2,Private/Faith-based,,,70%,70,51–75%,2318000,1622600,695400,Triza Balikuddembe,Richard Arinaitwe,Valerie Mirembe,Nambi Ssenoga,MOA0303
M24M02/006,A10161,Grace Ikojo,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,,,35%,35,26–50%,2318000,811300,1506700,Daniel Obua,Michael Balikuddembe,Namutebi Tumuhimbise,Lawrence Lumala,MOA0301
M24M02/008,A10167,Apollo Nakacwa,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,King's College Budo,Kampala,Tier 1,Private/Faith-based,,,50%,50,26–50%,2318000,1159000,1159000,Atwine Abigaba,Walter Akena,Florence Nabaggala,Ritah Adong,"MOA0404, MOA0406"
M25M02/001,A10144,David Muwanga,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Lira Town College,Lira,Tier 2,Private/Faith-based,,,80%,80,76–100%,2318000,1854400,463600,Namagembe Muzira,Dorothy Bbaale,Walter Bagiire,Nakato Nakku,MOA0106
M25M02/003,A10153,Timothy Nakato,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,R,Executive,Mukono,Delta Hall,B,B-29,Not Subscribed,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,Leadership Grant,Future Leaders Grant,55%,55,51–75%,3818000,2099900,1718100,Diana Namaganda,Oliver Sserugo,Moses Waiswa,Ian Oloya,MOA0204
M25M02/005,A10165,Joan Sabiiti,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,D,D-55,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,75%,75,51–75%,3168000,2376000,792000,Edith Ssenoga,Proscovia Ladu,Joan Nandutu,Sharifah Muzira,
M25M02/009,A10184,Faith Ladu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,R,Executive,Mukono,Gamma Hall,D,D-05,Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,70%,70,51–75%,3818000,2672600,1145400,Racheal Namyalo,Anena Mugabi,Anena Arinaitwe,Hellen Muwonge,"MOA0202, MOA0204"
S24M02/003,A10150,Valerie Muwonge,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,R,Executive,Mukono,Beta Hall,C,C-06,Subscribed,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,,,65%,65,51–75%,3818000,2481700,1336300,Isaac Kalyegira,Joseph Achola,Nakuya Wandera,Adong Isabirye,MOA0205
S24M02/005,A10172,Timothy Akiiki,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Lira Town College,Lira,Tier 2,Private/Faith-based,,,40%,40,26–50%,2318000,927200,1390800,Adong Ssenfuma,Ruth Tindyebwa,Mary Ssenfuma,Namata Nakisige,"MOA0303, MOA0306"
S25M02/002,A10164,Norah Nakibuuka,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,D,D-40,Not Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,75%,75,51–75%,2968000,2226000,742000,Sarah Ladu,Janet Nakkazi,Asiimwe Bainomugisha,Atwine Ssekiziyivu,
S25M02/004,A10178,Anena Nakalema,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,2,Master of Arts in Theology,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,,,65%,65,51–75%,2318000,1506700,811300,Prisca Wandera,Nabulime Oringa,Fred Barasa,Lloyd Namutebi,MOA0105
J24M03/002,A10212,Elijah Wright,Kenyan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Finalist,Normal,R,Ordinary,Mukono,Delta Hall,D,D-43,Not Subscribed,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,,,80%,80,76–100%,2968000,2374400,593600,Namyalo Kagimu,Walter Akena,Florence Nabaggala,Ritah Adong,"MOD0402, MOD0403, MOD0407"
J25M03/001,A10188,Rose Ssenfuma,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Leave of Absence,Normal,R,Executive,Mukono,Alpha Hall,B,B-53,Not Subscribed,Ntare School,Kampala,Tier 1,Public/Mixed,,,30%,30,26–50%,3818000,1145400,2672600,Aisha Muzira,Moses Byaruhanga,Atwine Nakato,Amina Ddamulira,"MOD0201, MOD0204, MOD0206"
J25M03/004,A10203,Nakanwagi Akena,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,Innovation Scholarship,Bright Minds Scholarship,60%,60,51–75%,2318000,1390800,927200,Tabitha Wabwire,Juliet Matovu,Deborah Kakooza,Lydia Bbaale,"MOD0201, MOD0203, MOD0206"
J25M03/007,A10223,Namirembe Mirembe,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,1,3,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,D,D-43,Not Subscribed,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,,,70%,70,51–75%,2968000,2077600,890400,Gertrude Wandera,Nabulime Oringa,Fred Barasa,Lloyd Namutebi,"MOD0205, MOD0206"
KJ25M03/003,A10199,Asiimwe Balikuddembe,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,1,3,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,80%,80,76–100%,2318000,1854400,463600,Zaina Namaganda,Janet Kiyingi,Denis Namagombe,Yasin Kakooza,MOD0205
KJ25M03/008,A10225,Caroline Nakato,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,1,3,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,Need-Based Grant,Bright Minds Scholarship,80%,80,76–100%,2318000,1854400,463600,Trevor Atim,Namara Ouma,Naggayi Namutebi,Warren Magezi,"MOD0102, MOD0103, MOD0104"
KM24M03/005,A10192,Denis Kikomeko,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Late,R,Ordinary,Kampala,Beta Hall,B,B-08,Not Subscribed,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,,,50%,50,26–50%,3168000,1584000,1584000,Nakimera Isabirye,Shamim Nabawanuka,Paul Lwanga,Maria Kisembo,"MOD0402, MOD0406"
KS25M03/006,A10215,Oliver Byarugaba,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,40%,40,26–50%,2318000,927200,1390800,Walter Nakato,John Nakitto,Noah Gitta,Naggayi Ainomugisha,"MOD0104, MOD0106"
M24M03/001,A10187,Namyalo Lwanga,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,Need-Based Grant,Community Impact Grant,55%,55,51–75%,2318000,1274900,1043100,Joan Magezi,Asiimwe Okello,Mercy Yiga,Yusuf Akello,MOD0404
M24M03/003,A10190,Mercy Obua,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,D,D-43,Not Subscribed,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,100%,100,76–100%,2968000,2968000,0,Emmanuel Namyalo,Ben Byaruhanga,Abel Kiconco,Sarah Nakacwa,MOD0103
M24M03/006,A10198,Liam Jones,Kenyan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,50%,50,26–50%,2318000,1159000,1159000,Abraham Nakaggwa,Oliver Sserugo,Moses Waiswa,Ian Oloya,"MOD0403, MOD0406"
M24M03/008,A10218,Achan Bagiire,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,60%,60,51–75%,2318000,1390800,927200,Lucy Nakacwa,Naava Chemutai,Janet Kayemba,Namara Ikojo,MOD0201
M25M03/002,A10202,Violet Walakira,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Late,R,Executive,Mukono,Delta Hall,D,D-39,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,85%,85,76–100%,3818000,3245300,572700,Namata Kikomeko,Jackline Nabweteme,Winnie Malinga,Hellen Kigozi,"MOD0202, MOD0205, MOD0206"
S24M03/001,A10195,Dorothy Atim,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Late,R,Executive,Mukono,Delta Hall,A,A-48,Not Subscribed,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,80%,80,76–100%,3818000,3054400,763600,Dorothy Ssenoga,Joseph Achola,Nakuya Wandera,Adong Isabirye,MOD0102
S24M03/003,A10207,Namara Kakooza,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed,,,100%,100,76–100%,2318000,2318000,0,Kevin Katusiime,Nakimera Waiswa,Yasin Nabukenya,David Nakiganda,MOD0303
S24M03/005,A10210,Akiiki Kiconco,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,1,3,Leave of Absence,Normal,R,Executive,Mukono,Beta Hall,D,D-24,Not Subscribed,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,,,45%,45,26–50%,3818000,1718100,2099900,Valerie Mayanja,Proscovia Ladu,Joan Nandutu,Sharifah Muzira,"MOD0201, MOD0202, MOD0207"
S24M03/007,A10227,Diana Nambooze,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,,,95%,95,76–100%,2318000,2202100,115900,Namagembe Namutebi,Rebecca Nakiyingi,Amina Bataringaya,Deborah Arinaitwe,MOD0306
S25M03/002,A10196,Jackline Bashaija,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,R,Executive,Mukono,Delta Hall,D,D-35,Not Subscribed,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,,,95%,95,76–100%,3818000,3627100,190900,Joy Olara,Tabitha Nakafeero,Nakintu Isabirye,Edwin Matovu,MOD0104
S25M03/004,A10200,Esther Nandutu,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Delta Hall,B,B-26,Subscribed,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,Sports Bursary,Global Vision Scholarship,60%,60,51–75%,2968000,1780800,1187200,Sophia Kabuye,Violet Kisembo,Violet Mukasa,Edith Byaruhanga,
S25M03/007,A10217,Warren Muhangi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,R,Executive,Mukono,Gamma Hall,C,C-55,Not Subscribed,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,100%,100,76–100%,3818000,3818000,0,Ritah Tibyangye,Ruth Tindyebwa,Mary Ssenfuma,Namata Nakisige,
S25M03/009,A10222,Chris Nakku,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Late,R,Double Normal,Mukono,Beta Hall,C,C-26,Not Subscribed,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed,,,65%,65,51–75%,3168000,2059200,1108800,Nakkazi Kigozi,Judy Luyiga,Lawrence Obua,David Sserugo,
S25M03/011,A10226,Chris Gitta,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,3,Master of Divinity,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Delta Hall,A,A-41,Subscribed,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,100%,100,76–100%,2968000,2968000,0,Abraham Pereza,Tabitha Muzira,Ruth Nakitto,Sophia Mukwaya,
J24M01/002,A10236,Racheal Wakabi,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,1,Master of Theological Studies,2,2,4,Finalist,Normal,R,Ordinary,Mukono,Beta Hall,A,A-46,Not Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,50%,50,26–50%,3068000,1534000,1534000,Victor Ouma,Peter Kato,Kevin Nassaka,Lloyd Muzira,MOT0301
J24M01/004,A10260,Peace Tabaaro,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,1,Master of Theological Studies,3,1,5,Retake/Probation,Normal,R,Executive,Mukono,Delta Hall,D,D-24,Not Subscribed,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,50%,50,26–50%,3918000,1959000,1959000,Mark Nakacwa,John Nakitto,Noah Gitta,Naggayi Ainomugisha,MOT0401
J24M01/006,A10263,Namagembe Mirembe,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,1,Master of Theological Studies,2,2,4,Finalist,Normal,R,Double Normal,Mukono,Alpha Hall,B,B-22,Subscribed,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,,,85%,85,76–100%,3268000,2777800,490200,Nancy Nassaka,Naava Chemutai,Janet Kayemba,Namara Ikojo,"MOT0404, MOT0406"
J25M01/001,A10237,Saul Kato,Ugandan,Bishop Tucker School of Divinity and Theology,Divinity and Theology,1,Master of Theological Studies,1,2,2,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,35%,35,26–50%,2418000,846300,1571700,Ritah Bategeka,Shamim Nabawanuka,Paul Lwanga,Maria Kisembo,"MOT0203, MOT0206"
